Date;Object A;Type A;Object B;Type B;Direction;Color;Intensity;LatitudeA;LongitudeA;LatitudeB;LongitudeB
01.01.2018;B;Type1;C;Type2;in;#00008B;252;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;252;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;252;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;252;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;252;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;252;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;253;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;253;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;253;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;253;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;253;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;253;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;253;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;253;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;253;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;254;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;254;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;254;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;254;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;254;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;254;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;254;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;254;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;254;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;255;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;255;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;255;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;255;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;255;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;255;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;255;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;255;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;255;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;256;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;256;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;256;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;256;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;256;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;256;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;256;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;256;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;256;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;257;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;257;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;257;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;257;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;257;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;257;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;257;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;257;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;257;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;258;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;258;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;258;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;258;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;258;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;258;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;258;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;258;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;258;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;259;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;259;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;259;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;259;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;259;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;259;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;259;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;259;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;259;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;260;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;260;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;260;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;260;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;260;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;260;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;260;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;260;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;260;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;261;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;261;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;261;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;261;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;261;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;261;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;261;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;261;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;261;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;262;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;262;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;262;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;262;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;262;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;262;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;262;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;262;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;262;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;263;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;263;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;263;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;263;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;263;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;263;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;263;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;263;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;263;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;264;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;264;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;264;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;264;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;264;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;264;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;264;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;264;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;264;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;265;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;265;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;265;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;265;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;265;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;265;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;265;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;265;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;265;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;266;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;266;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;266;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;266;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;266;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;266;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;266;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;266;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;266;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;267;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;267;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;267;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;267;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;267;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;267;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;267;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;267;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;267;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;268;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;268;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;268;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;268;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;268;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;268;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;268;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;268;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;268;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;269;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;269;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;269;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;269;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;269;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;269;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;269;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;269;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;269;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;270;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;270;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;270;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;270;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;270;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;270;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;270;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;270;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;270;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;271;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;271;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;271;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;271;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;271;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;271;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;271;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;271;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;271;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;272;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;272;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;272;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;272;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;272;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;272;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;272;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;272;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;272;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;273;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;273;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;273;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;273;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;273;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;273;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;273;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;273;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;273;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;274;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;274;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;274;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;274;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;274;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;274;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;274;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;274;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;274;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;275;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;275;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;275;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;275;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;275;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;275;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;275;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;275;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;275;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;276;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;276;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;276;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;276;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;276;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;276;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;276;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;276;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;276;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;277;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;277;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;277;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;277;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;277;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;277;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;277;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;277;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;277;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;278;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;278;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;278;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;278;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;278;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;278;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;278;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;278;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;278;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;279;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;279;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;279;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;279;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;279;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;279;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;279;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;279;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;279;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;280;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;280;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;280;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;280;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;280;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;280;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;280;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;280;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;280;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;281;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;281;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;281;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;281;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;281;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;281;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;281;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;281;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;281;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;282;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;282;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;282;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;282;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;282;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;282;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;282;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;282;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;282;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;283;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;283;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;283;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;283;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;283;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;283;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;283;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;283;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;283;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;284;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;284;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;284;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;284;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;284;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;284;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;284;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;284;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;284;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;285;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;285;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;285;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;285;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;285;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;285;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;285;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;285;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;285;60.018848;30.416448;60.023898;30.406769
